Age,Occupation,Marital_status,Education_level,Savings_amount,Own_car,Own_house,Monthly_income,Dead_or_Alive
25,management,married,secondary,2228,yes,no,754,Dead
46,management,divorced,tertiary,2166,yes,no,870,Dead
25,labourer,single,secondary,-247,yes,no,633,Dead
28,labourer,single,tertiary,-123,no,yes,690,Dead
33,labourer,divorced,secondary,44,no,yes,529,Dead
32,management,single,secondary,131,yes,yes,1152,Dead
32,labourer,married,secondary,476,yes,no,956,Dead
47,labourer,single,secondary,1101,yes,no,957,Dead
50,businessman,married,tertiary,-168,yes,no,1327,Dead
27,labourer,married,secondary,-392,yes,no,228,Dead
45,management,married,secondary,524,yes,no,808,Dead
51,management,single,secondary,895,no,no,638,Dead
36,management,married,secondary,212,yes,yes,1201,Dead
51,unemployed,married,secondary,95,yes,no,1309,Dead
33,labourer,single,tertiary,395,yes,no,1359,Dead
59,labourer,married,secondary,135,yes,yes,416,Dead
38,businessman,married,tertiary,0,no,no,532,Dead
40,labourer,married,secondary,471,yes,no,430,Dead
51,labourer,married,primary,603,yes,no,853,Dead
41,businessman,single,secondary,663,no,no,1204,Dead
38,businessman,married,secondary,593,yes,yes,1484,Dead
31,management,married,tertiary,1224,yes,yes,1441,Dead
28,management,single,secondary,2,yes,no,454,Dead
41,labourer,married,secondary,720,no,yes,651,Dead
33,management,divorced,tertiary,990,yes,no,1491,Dead
25,labourer,single,secondary,1747,yes,no,903,Dead
45,management,divorced,secondary,59,yes,no,873,Dead
31,labourer,married,primary,33,yes,no,901,Dead
28,labourer,single,secondary,340,yes,no,821,Dead
49,labourer,divorced,secondary,305,no,no,367,Dead
25,labourer,married,secondary,0,yes,no,458,Dead
28,unemployed,single,tertiary,497,yes,no,1602,Dead
54,unemployed,married,secondary,1371,no,no,1492,Dead
28,labourer,single,tertiary,1628,yes,no,1422,Dead
27,labourer,single,tertiary,372,yes,yes,728,Dead
49,labourer,single,primary,566,yes,no,979,Dead
53,labourer,married,primary,343,yes,no,616,Dead
26,labourer,single,secondary,941,no,yes,784,Dead
37,labourer,married,secondary,775,no,yes,1000,Dead
34,labourer,single,secondary,1759,no,yes,695,Dead
51,unemployed,married,primary,1495,no,no,1946,Dead
39,labourer,married,secondary,1444,no,no,362,Dead
35,labourer,single,tertiary,470,yes,no,743,Dead
51,unemployed,married,primary,1162,yes,no,2015,Dead
30,management,single,tertiary,2,yes,yes,1031,Dead
42,labourer,single,primary,1628,yes,no,590,Dead
54,management,married,secondary,1134,yes,no,1330,Dead
51,labourer,married,primary,0,yes,yes,946,Dead
57,unemployed,divorced,primary,63,no,yes,1448,Dead
30,management,married,tertiary,1221,yes,no,279,Dead
37,labourer,single,secondary,5024,no,yes,661,Dead
39,labourer,married,secondary,10685,yes,no,1369,Dead
35,labourer,married,tertiary,1629,no,no,653,Dead
48,management,married,secondary,268,yes,no,458,Dead
31,management,married,tertiary,0,yes,yes,664,Dead
35,unemployed,married,secondary,5613,yes,no,699,Dead
48,labourer,married,secondary,513,no,yes,939,Dead
53,labourer,married,primary,362,no,no,1169,Dead
27,labourer,single,secondary,3933,no,no,837,Dead
55,labourer,married,secondary,3899,yes,no,596,Dead
40,labourer,married,secondary,473,yes,no,383,Dead
40,unemployed,single,tertiary,1616,no,no,1009,Dead
38,labourer,divorced,secondary,1817,yes,no,1096,Dead
54,unemployed,single,secondary,129,no,yes,867,Dead
54,labourer,married,secondary,1938,no,yes,551,Dead
50,management,single,secondary,133,no,no,890,Dead
48,management,divorced,tertiary,2263,no,no,874,Dead
41,labourer,married,unknown,1538,no,no,710,Dead
51,labourer,divorced,primary,5,no,no,600,Dead
42,labourer,single,tertiary,2625,no,no,2516,Dead
58,unemployed,divorced,secondary,1080,yes,no,1058,Dead
47,unemployed,married,secondary,312,no,no,884,Dead
58,management,married,secondary,145,yes,no,616,Dead
41,labourer,married,secondary,-190,no,yes,808,Dead
50,management,married,secondary,2678,no,no,1011,Dead
46,labourer,married,secondary,271,yes,no,1013,Dead
44,labourer,married,secondary,0,no,no,684,Dead
36,labourer,married,secondary,0,no,no,843,Dead
58,management,divorced,secondary,3161,no,no,542,Dead
44,unemployed,single,primary,-4,no,yes,788,Dead
49,businessman,divorced,unknown,-701,yes,no,988,Dead
55,management,married,tertiary,-375,no,no,814,Dead
52,unemployed,married,primary,959,no,no,694,Dead
60,unemployed,divorced,secondary,1091,no,no,441,Dead
41,labourer,married,unknown,-1,no,yes,1171,Dead
36,management,married,tertiary,96,no,no,729,Dead
41,labourer,divorced,primary,0,no,no,509,Dead
50,businessman,married,tertiary,230,no,no,1089,Dead
44,labourer,married,primary,-156,no,yes,1211,Dead
54,labourer,married,secondary,114,no,no,458,Dead
35,management,married,tertiary,-468,yes,no,540,Dead
59,unemployed,divorced,secondary,679,no,no,761,Dead
42,businessman,married,unknown,206,yes,no,695,Dead
27,management,single,tertiary,1,yes,no,764,Dead
59,labourer,divorced,primary,2518,no,no,675,Dead
43,management,married,secondary,378,no,no,782,Dead
39,labourer,single,secondary,391,no,yes,962,Dead
33,unemployed,married,secondary,-144,no,no,481,Dead
36,unemployed,single,tertiary,1240,no,no,812,Dead
35,labourer,divorced,primary,1792,yes,no,630,Dead
50,labourer,married,unknown,2284,yes,no,1088,Dead
55,labourer,married,secondary,264,yes,yes,1150,Dead
51,unemployed,divorced,tertiary,0,no,no,574,Dead
48,businessman,married,tertiary,-392,no,no,725,Dead
55,labourer,divorced,primary,77,no,no,463,Dead
30,labourer,married,secondary,48,yes,no,662,Dead
53,labourer,married,primary,252,no,no,727,Dead
40,labourer,married,secondary,1954,no,no,1107,Dead
44,labourer,married,primary,755,no,yes,829,Dead
49,management,divorced,tertiary,755,no,no,1212,Dead
40,management,married,secondary,341,no,no,1142,Dead
58,unemployed,married,primary,1183,no,no,1721,Dead
49,labourer,married,secondary,388,no,no,1032,Dead
38,labourer,married,secondary,1919,no,no,846,Dead
51,labourer,divorced,tertiary,1613,no,no,870,Dead
36,management,divorced,tertiary,0,no,no,1165,Dead
55,unemployed,married,secondary,0,no,no,1110,Dead
43,labourer,married,tertiary,0,no,no,1488,Dead
60,management,divorced,secondary,0,no,no,603,Dead
57,unemployed,married,secondary,466,no,no,641,Dead
41,labourer,married,tertiary,515,no,no,837,Dead
50,labourer,married,tertiary,2313,no,no,553,Dead
53,labourer,married,secondary,-8,no,no,794,Dead
59,unemployed,married,primary,1634,yes,yes,836,Dead
59,labourer,married,primary,100,no,no,1134,Dead
52,unemployed,married,unknown,5361,no,no,607,Dead
58,management,divorced,tertiary,1257,no,no,1536,Dead
59,unemployed,married,primary,3400,yes,no,515,Dead
49,labourer,single,secondary,1377,no,no,935,Dead
33,management,divorced,tertiary,2885,no,no,1051,Dead
55,labourer,married,primary,512,no,no,1200,Dead
42,labourer,married,tertiary,921,no,no,531,Dead
52,labourer,married,secondary,1000,no,no,766,Dead
38,labourer,married,tertiary,202,no,no,1311,Dead
55,labourer,married,tertiary,169,no,yes,618,Dead
49,labourer,married,tertiary,3726,no,no,875,Dead
56,labourer,divorced,secondary,146,yes,no,419,Dead
46,labourer,married,secondary,940,no,no,1227,Dead
57,unemployed,divorced,tertiary,734,no,no,1357,Dead
61,unemployed,married,secondary,77,no,no,455,Dead
45,management,married,secondary,925,no,no,406,Dead
39,management,married,tertiary,1836,no,no,902,Dead
46,management,married,secondary,660,no,no,740,Dead
43,management,single,tertiary,1304,no,no,501,Dead
34,labourer,married,secondary,2956,no,no,835,Dead
35,management,divorced,tertiary,146,no,no,720,Dead
36,management,divorced,tertiary,36,no,no,836,Dead
45,management,divorced,tertiary,1,no,no,490,Dead
47,labourer,married,secondary,2480,no,no,763,Dead
42,labourer,married,tertiary,14282,yes,no,649,Dead
40,management,single,tertiary,0,no,no,641,Dead
40,labourer,divorced,secondary,311,no,no,738,Dead
32,labourer,married,secondary,560,no,no,1044,Dead
33,labourer,single,secondary,3059,no,yes,482,Dead
32,unemployed,married,tertiary,1423,no,no,1249,Dead
46,labourer,married,primary,874,no,no,996,Dead
50,management,married,secondary,706,yes,no,1250,Dead
51,labourer,married,primary,7098,no,no,1471,Dead
30,management,single,tertiary,5389,no,no,1456,Dead
39,labourer,single,secondary,1104,no,no,395,Dead
47,management,married,secondary,3070,no,no,663,Dead
40,labourer,divorced,secondary,0,no,no,674,Dead
50,labourer,married,primary,4108,yes,no,526,Dead
60,management,married,tertiary,0,no,no,401,Dead
32,management,single,tertiary,4291,no,no,1321,Dead
57,labourer,married,tertiary,6822,no,no,797,Dead
41,unemployed,married,tertiary,231,no,no,352,Dead
50,labourer,married,secondary,3176,no,no,670,Dead
46,labourer,divorced,secondary,-824,yes,no,429,Dead
31,management,married,tertiary,676,no,no,1182,Dead
36,labourer,single,secondary,651,no,no,876,Dead
45,labourer,divorced,secondary,2657,no,no,895,Dead
33,labourer,divorced,secondary,801,no,no,341,Dead
47,labourer,married,secondary,405,no,yes,994,Dead
35,management,married,tertiary,82,no,no,507,Dead
38,management,married,tertiary,179,no,no,317,Dead
33,management,married,tertiary,1047,no,no,512,Dead
44,labourer,single,secondary,7138,no,no,809,Dead
31,management,single,tertiary,165,no,yes,523,Dead
31,management,single,tertiary,37,no,no,669,Dead
49,labourer,married,secondary,823,no,no,780,Dead
52,labourer,married,primary,1625,no,no,459,Dead
31,labourer,married,tertiary,120,no,no,1000,Dead
35,management,married,tertiary,2957,yes,yes,733,Dead
31,management,single,tertiary,2,no,no,848,Dead
36,labourer,divorced,secondary,1,no,no,1242,Dead
39,management,married,tertiary,1795,no,no,922,Dead
46,management,married,tertiary,4,no,no,1206,Dead
48,labourer,married,primary,476,no,no,856,Dead
36,management,married,tertiary,9,no,no,386,Dead
30,management,married,tertiary,131,yes,no,384,Dead
33,management,single,tertiary,1120,no,no,1070,Dead
57,labourer,married,primary,2785,no,no,610,Dead
33,management,single,tertiary,0,no,no,699,Dead
35,management,married,tertiary,43,no,no,917,Dead
53,management,married,tertiary,0,no,no,608,Dead
41,management,married,secondary,456,yes,no,734,Dead
32,management,single,secondary,2018,no,no,1238,Dead
41,management,married,tertiary,0,no,no,1242,Dead
35,labourer,single,secondary,354,no,no,444,Dead
48,labourer,married,primary,719,no,yes,418,Dead
34,management,married,tertiary,828,no,yes,1080,Dead
47,labourer,married,secondary,2787,no,no,479,Dead
46,unemployed,married,secondary,2551,no,no,645,Dead
60,unemployed,married,secondary,2722,no,no,506,Dead
39,management,married,secondary,1880,no,no,768,Dead
57,labourer,married,primary,2112,no,no,1134,Dead
36,unemployed,divorced,secondary,871,no,no,396,Dead
30,management,married,secondary,850,no,no,507,Dead
33,labourer,married,secondary,3243,no,no,439,Dead
30,management,married,tertiary,1567,yes,no,1133,Dead
36,labourer,single,secondary,12,no,no,587,Dead
49,labourer,married,primary,128,no,no,696,Dead
49,labourer,married,secondary,553,no,no,645,Dead
40,unemployed,divorced,secondary,1694,no,no,473,Dead
49,labourer,married,primary,408,no,no,559,Dead
38,management,married,tertiary,1223,no,no,1092,Dead
31,management,single,tertiary,1858,no,no,453,Dead
34,management,married,tertiary,520,yes,no,1307,Dead
39,management,married,tertiary,271,yes,no,1344,Dead
40,management,married,secondary,4396,no,no,432,Dead
47,labourer,married,secondary,568,yes,no,1613,Dead
37,labourer,single,secondary,3665,no,no,664,Dead
44,labourer,single,secondary,244,yes,no,1735,Dead
55,management,married,tertiary,568,no,no,940,Dead
40,labourer,married,secondary,42,no,no,1842,Dead
54,unemployed,married,primary,309,no,no,969,Dead
35,labourer,married,secondary,-180,no,yes,823,Dead
32,labourer,single,tertiary,34646,no,no,618,Dead
36,management,divorced,tertiary,59,no,no,526,Dead
37,management,married,tertiary,4436,no,no,846,Dead
37,labourer,single,secondary,-242,yes,no,1149,Dead
50,unemployed,married,secondary,10052,no,no,665,Dead
58,unemployed,married,tertiary,0,no,no,641,Dead
52,labourer,divorced,secondary,152,no,no,404,Dead
31,management,married,tertiary,156,no,no,657,Dead
40,management,married,tertiary,66,no,no,737,Dead
34,management,single,tertiary,9827,yes,no,871,Dead
53,labourer,married,secondary,6170,no,no,838,Dead
43,management,married,tertiary,2383,no,no,379,Dead
30,labourer,single,tertiary,635,no,no,851,Dead
34,labourer,single,secondary,16,no,no,990,Dead
48,management,divorced,secondary,362,no,no,529,Dead
33,management,married,tertiary,191,no,no,1148,Dead
37,management,single,tertiary,455,yes,no,904,Dead
57,labourer,divorced,secondary,3043,no,no,707,Dead
55,unemployed,married,primary,3334,no,no,632,Dead
34,labourer,married,tertiary,8029,yes,no,593,Dead
44,businessman,married,tertiary,624,no,no,552,Dead
35,management,single,tertiary,331,no,no,857,Dead
34,labourer,married,primary,2929,no,no,518,Dead
49,labourer,married,secondary,1314,no,no,834,Dead
30,labourer,married,secondary,289,yes,no,1184,Dead
32,management,single,tertiary,20,no,no,1151,Dead
56,labourer,married,primary,8163,no,no,1231,Dead
50,management,single,tertiary,1200,no,no,904,Dead
32,labourer,single,secondary,1732,yes,no,1871,Dead
45,labourer,single,tertiary,0,no,no,773,Dead
52,management,married,tertiary,576,no,no,762,Dead
60,labourer,married,primary,493,no,no,671,Dead
47,management,married,tertiary,682,no,no,638,Dead
32,labourer,single,secondary,0,no,no,594,Dead
55,labourer,married,primary,3485,no,no,625,Dead
36,management,single,tertiary,2944,no,no,882,Dead
46,labourer,married,secondary,1353,no,no,528,Dead
55,management,divorced,tertiary,0,no,no,309,Dead
30,management,single,tertiary,1541,no,no,471,Dead
54,labourer,married,secondary,548,no,no,520,Dead
31,management,divorced,tertiary,254,no,no,1576,Dead
46,labourer,single,tertiary,4414,no,no,504,Dead
61,management,married,secondary,985,no,no,998,Dead
58,unemployed,married,primary,1241,no,no,194,Dead
38,labourer,single,secondary,3278,no,no,645,Dead
49,labourer,married,secondary,412,no,no,1293,Dead
43,management,single,tertiary,483,no,no,950,Dead
52,management,married,tertiary,7135,no,no,1032,Dead
33,unemployed,single,tertiary,61,no,no,836,Dead
33,management,married,tertiary,1412,yes,no,480,Dead
53,management,married,tertiary,15,no,no,921,Dead
40,management,single,tertiary,27,no,no,467,Dead
44,unemployed,married,tertiary,1196,no,no,552,Dead
42,labourer,divorced,secondary,19,no,no,875,Dead
33,management,single,tertiary,432,no,no,588,Dead
53,labourer,married,tertiary,988,no,no,1408,Dead
60,management,married,tertiary,1614,no,no,921,Dead
33,labourer,single,secondary,163,yes,no,627,Dead
37,labourer,married,tertiary,247,no,no,625,Dead
45,management,married,secondary,236,no,no,703,Dead
34,labourer,single,secondary,666,no,no,1503,Dead
56,labourer,married,tertiary,73,no,no,644,Dead
57,labourer,divorced,tertiary,96,no,no,913,Dead
32,management,single,tertiary,46,no,no,788,Dead
50,labourer,married,secondary,1501,no,no,946,Dead
30,labourer,single,tertiary,-477,no,yes,1532,Dead
56,management,married,secondary,1694,no,no,793,Dead
55,labourer,married,secondary,196,no,no,81,Dead
34,unemployed,single,tertiary,462,no,no,1877,Dead
52,management,married,tertiary,1227,no,no,1123,Dead
32,management,single,tertiary,522,no,no,576,Dead
31,unemployed,married,tertiary,94,no,no,579,Dead
44,labourer,married,secondary,267,no,no,520,Dead
33,management,married,tertiary,4570,no,no,1258,Dead
53,labourer,married,secondary,25,no,no,528,Dead
46,management,single,tertiary,0,no,no,686,Dead
46,businessman,married,tertiary,1920,no,no,604,Dead
59,management,married,secondary,1575,yes,no,1241,Dead
51,unemployed,married,secondary,234,no,no,735,Dead
57,unemployed,married,primary,3518,yes,no,626,Dead
43,labourer,married,secondary,136,no,no,363,Dead
48,management,single,tertiary,830,no,no,961,Dead
33,labourer,married,primary,2054,no,no,472,Dead
59,labourer,married,primary,-546,no,no,1152,Dead
58,labourer,married,primary,5188,yes,no,606,Dead
32,management,single,tertiary,1882,no,no,497,Dead
44,management,married,tertiary,792,no,no,630,Dead
47,labourer,married,unknown,162,no,no,366,Dead
34,labourer,married,secondary,1035,no,no,1374,Dead
51,unemployed,married,tertiary,746,no,no,372,Dead
60,unemployed,married,unknown,17297,no,no,664,Dead
46,management,married,secondary,22,no,no,388,Dead
41,labourer,married,tertiary,231,no,no,428,Dead
34,unemployed,single,secondary,296,no,no,609,Dead
31,labourer,divorced,tertiary,0,no,no,581,Dead
37,management,married,tertiary,40,no,no,1033,Dead
59,unemployed,married,secondary,2396,no,no,1040,Dead
55,labourer,married,unknown,2944,no,no,672,Dead
33,management,single,tertiary,7084,no,no,512,Dead
30,labourer,married,tertiary,569,no,no,976,Dead
36,management,married,tertiary,0,no,no,645,Dead
44,management,married,tertiary,1138,no,no,523,Dead
36,labourer,divorced,secondary,54,yes,no,1642,Dead
33,management,single,tertiary,2637,no,no,583,Dead
36,labourer,married,secondary,2473,no,no,965,Dead
